# Mix output version 2
# Starting tid 0
# Start counting for tid 0
# Starting tid 1
# Starting tid 2
# Starting tid 3
# Starting tid 4
# Starting tid 5
# Starting tid 6
# Starting tid 7
# Stop counting for tid 0
# FINI: end of program
# ==============================================
# STATS FOR TID 0 EMIT# 1
# ==============================================
# EMIT_TOP_BLOCK_STATS FOR TID 0 EMIT # 1
BLOCK:     0   PC: 00000000004036d7   ICOUNT: 252108000   EXECUTIONS:  25210800   #BYTES: 38   %:  69.1   cumltv%:  69.1  FN: conj_grad_.omp_fn.5
BLOCK:     1   PC: 000000000040130f   ICOUNT:  19581270   EXECUTIONS:   3916254   #BYTES: 17   %:  5.37   cumltv%:  74.5  FN: sparse_.omp_fn.1
BLOCK:     2   PC: 0000000000401329   ICOUNT:  11532600   EXECUTIONS:   1153260   #BYTES: 36   %:  3.16   cumltv%:  77.7  FN: sparse_.omp_fn.1
BLOCK:     3   PC: 0000000000403538   ICOUNT:  10084320   EXECUTIONS:   1008432   #BYTES: 38   %:  2.77   cumltv%:  80.4  FN: conj_grad_.omp_fn.6
BLOCK:     4   PC: 00000000004037f0   ICOUNT:   7691200   EXECUTIONS:    349600   #BYTES: 89   %:  2.11   cumltv%:  82.5  FN: conj_grad_.omp_fn.5
BLOCK:     5   PC: 000000000040128a   ICOUNT:   6939790   EXECUTIONS:   1387958   #BYTES: 15   %:   1.9   cumltv%:  84.4  FN: sparse_.omp_fn.1
BLOCK:     6   PC: 0000000000401320   ICOUNT:   5525988   EXECUTIONS:   2762994   #BYTES:  4   %:  1.52   cumltv%:    86  FN: sparse_.omp_fn.1
BLOCK:     7   PC: 0000000000401324   ICOUNT:   5525988   EXECUTIONS:   2762994   #BYTES:  5   %:  1.52   cumltv%:  87.5  FN: sparse_.omp_fn.1
BLOCK:     8   PC: 00000000004036c1   ICOUNT:   5250000   EXECUTIONS:    350000   #BYTES: 60   %:  1.44   cumltv%:  88.9  FN: conj_grad_.omp_fn.5
BLOCK:     9   PC: 00000000004038ca   ICOUNT:   3845600   EXECUTIONS:    349600   #BYTES: 43   %:  1.05   cumltv%:    90  FN: conj_grad_.omp_fn.5
BLOCK:    10   PC: 0000000000403685   ICOUNT:   3496000   EXECUTIONS:    349600   #BYTES: 32   %: 0.959   cumltv%:  90.9  FN: conj_grad_.omp_fn.5
BLOCK:    11   PC: 00000000004012bc   ICOUNT:   2799080   EXECUTIONS:   1399540   #BYTES:  4   %: 0.768   cumltv%:  91.7  FN: sparse_.omp_fn.1
BLOCK:    12   PC: 00000000004012c0   ICOUNT:   2790632   EXECUTIONS:   1395316   #BYTES:  4   %: 0.765   cumltv%:  92.5  FN: sparse_.omp_fn.1
BLOCK:    13   PC: 00000000004012c4   ICOUNT:   2775916   EXECUTIONS:   1387958   #BYTES:  9   %: 0.761   cumltv%:  93.2  FN: sparse_.omp_fn.1
BLOCK:    14   PC: 00000000004012cd   ICOUNT:   2775916   EXECUTIONS:   1387958   #BYTES:  5   %: 0.761   cumltv%:    94  FN: sparse_.omp_fn.1
BLOCK:    15   PC: 0000000000403750   ICOUNT:   2447200   EXECUTIONS:    349600   #BYTES: 26   %: 0.671   cumltv%:  94.7  FN: conj_grad_.omp_fn.5
BLOCK:    16   PC: 0000000000401320   ICOUNT:   2306520   EXECUTIONS:   1153260   #BYTES:  4   %: 0.632   cumltv%:  95.3  FN: sparse_.omp_fn.1
BLOCK:    17   PC: 0000000000401324   ICOUNT:   2187164   EXECUTIONS:   1093582   #BYTES:  5   %:   0.6   cumltv%:  95.9  FN: sparse_.omp_fn.1
BLOCK:    18   PC: 00000000004036b0   ICOUNT:   1400000   EXECUTIONS:    350000   #BYTES: 15   %: 0.384   cumltv%:  96.3  FN: conj_grad_.omp_fn.5
BLOCK:    19   PC: 0000000000401b04   ICOUNT:   1086334   EXECUTIONS:     63902   #BYTES: 58   %: 0.298   cumltv%:  96.6  FN: sparse_.omp_fn.2
# END_TOP_BLOCK_STATS
# EMIT_DYNAMIC_STATS FOR TID 0 EMIT #1
#
# $dynamic-counts
#
# TID 0
# opcode                             count
#
 145:          250   0.000  99.998      2b11fa486790 _gfortran_convert_char1_to_char4
 146:          240   0.000  99.998      2b11faa73820 __GI_____strtoul_l_internal
 147:          230   0.000  99.998        3bc4009170 _dl_setup_hash
 148:          217   0.000  99.998        3bc4c066f0 do_clone.clone.0
 149:          198   0.000  99.998      2b11fa52e540 _gfortran_transfer_integer
 150:          191   0.000  99.998      2b11fa78f270 __ieee754_pow
 151:          189   0.000  99.998        3bc4016130 calloc
 152:          171   0.000  99.998        3bc4c05730 __pthread_initialize_minimal
 153:          169   0.000  99.998        3bc400fff0 _dl_check_all_versions
 154:          156   0.000  99.998        3bc4010ed0 _dl_allocate_tls_init
 155:          150   0.000  99.998        3bc4001d40 process_envvars
 156:          150   0.000  99.998        3bc4016080 malloc
 157:          146   0.000  99.998      2b11faacc840 init_cacheinfo
 158:          144   0.000  99.998      2b11faa73090 strtol
 159:          143   0.000  99.999      2b11fa52e5a0 _gfortran_transfer_character
 160:          138   0.000  99.999        3bc4016f60 mmap64
 161:          129   0.000  99.999        3bc4000a90 .plt
 162:          128   0.000  99.999        3bc4c0f510 __libc_sigaction
 163:          126   0.000  99.999      2b11fab248a0 __clone
 164:          126   0.000  99.999      2b11fab34370 __unregister_atfork
 165:          119   0.000  99.999        3bc4004c60 local_strdup
 166:          116   0.000  99.999        3bc40116f0 _dl_determine_tlsoffset
 167:          113   0.000  99.999      2b11fab16d60 popcount_cpucount
 168:          108   0.000  99.999      2b11faa5a980 .plt
 169:          106   0.000  99.999      2b11faacc750 handle_intel
 170:          105   0.000  99.999            401f16 makea_
 171:           99   0.000  99.999        3bc40024c0 init_tls
 172:           98   0.000  99.999        3bc4016ce0 __GI___xstat
 173:           96   0.000  99.999      2b11faa6e6d0 _setjmp
 174:           95   0.000  99.999        3bc400ed40 _dl_debug_initialize
 175:           95   0.000  99.999        3bc400b130 _dl_protect_relro
 176:           93   0.000  99.999      2b11fa541740 _gfortran_random_seed_i4
 177:           91   0.000  99.999        3bc4c051f8 .plt
 178:           88   0.000  99.999      2b11faabedf0 __strrchr_sse2
 179:           88   0.000  99.999      2b11fa488110 _gfortran_stop_numeric
 180:           88   0.000  99.999      2b11fa78a330 __exp1
 181:           84   0.000  99.999        3bc5803e10 clock_gettime
 182:           82   0.000  99.999        3bc6c03820 GOMP_atomic_start
 183:           82   0.000  99.999        3bc6c03850 GOMP_atomic_end
 184:           80   0.000  99.999        3bc4016d20 __fxstat64
 185:           77   0.000  99.999      2b11faaafe10 _IO_flush_all_lockp
 186:           72   0.000  99.999        3bc4018690 _wordcopy_fwd_aligned
 187:           72   0.000  99.999        3bc4010ca0 _dl_add_to_slotinfo
 188:           65   0.000  99.999        3bc4014e60 _dl_discover_osversion
 189:           60   0.000  99.999        3bc4016fc0 mprotect
 190:           60   0.000  99.999      2b11fab1d2e0 __getpagesize
 191:           60   0.000  99.999      2b11fab341c0 __register_atfork
 192:           60   0.000  99.999      2b11fab62bd0 _dl_vdso_vsym
 193:           60   0.000  99.999      2b11fab687d0 __strncasecmp_l_sse42
 194:           57   0.000  99.999      2b11faa5abe0 __libc_start_main
 195:           56   0.000  99.999        3bc6c09e20 omp_get_wtime
 196:           53   0.000  99.999      2b11faab0f10 _IO_cleanup
 197:           52   0.000  99.999      2b11faa5aaa0 _init
 198:           51   0.000  99.999      2b11faa71cc0 exit
 199:           50   0.000  99.999      2b11fa485e30 .text
 200:           50   0.000  99.999      2b11fab1c980 sbrk
 201:           48   0.000 100.000      2b11faab7bc0 __libc_realloc
 202:           47   0.000 100.000      2b11fa487960 _gfortran_generate_error
 203:           42   0.000 100.000        3bc4000b50 _dl_initial_error_catch_tsd
 204:           42   0.000 100.000        3bc400f680 _dl_sysdep_read_whole_file
 205:           42   0.000 100.000      2b11fab21450 mmap64
 206:           40   0.000 100.000        3bc4016d90 close
 207:           39   0.000 100.000      2b11fab1c0f0 tcgetattr
 208:           38   0.000 100.000      2b11faaa5810 vsprintf
 209:           37   0.000 100.000      2b11fa4865c0 _gfortran_set_options
 210:           36   0.000 100.000        3bc4c08cf0 pthread_mutex_destroy
 211:           35   0.000 100.000        3bc4016dc0 read
 212:           35   0.000 100.000        3bc6402910 .text
 213:           35   0.000 100.000      2b11faa71e50 __new_exitfn
 214:           35   0.000 100.000      2b11fab214b0 mprotect
 215:           32   0.000 100.000      2b11fa7a1550 pow
 216:           31   0.000 100.000      2b11faaeaa50 __sysconf
 217:           31   0.000 100.000        3bc4c0c500 pthread_setspecific
 218:           30   0.000 100.000      2b11fab16f60 __fxstat
 219:           28   0.000 100.000        3bc400e0c0 _dl_receive_error
 220:           28   0.000 100.000            40481d elapsed_time_
 221:           25   0.000 100.000      2b11faa71ff0 __cxa_atexit
 222:           25   0.000 100.000            4048f0 __libc_csu_init
 223:           24   0.000 100.000      2b11fab24770 __init_misc
 224:           24   0.000 100.000      2b11fab1c910 brk
 225:           24   0.000 100.000      2b11fab18690 isatty
 226:           24   0.000 100.000            404884 wtime_
 227:           24   0.000 100.000            40483b timer_stop_
 228:           23   0.000 100.000        3bc6c0a2d0 omp_init_lock_
 229:           23   0.000 100.000      2b11fa77fe90 __do_global_dtors_aux
 230:           23   0.000 100.000        3bc5802160 __do_global_dtors_aux
 231:           23   0.000 100.000        3bc4c05660 __do_global_dtors_aux
 232:           22   0.000 100.000      2b11fa487da0 _gfortran_set_args
 233:           21   0.000 100.000      2b11faa8b4b0 _IO_sprintf
 234:           20   0.000 100.000        3bc4c0c3e0 pthread_key_create
 235:           20   0.000 100.000        3bc4c0f7a0 pthread_getaffinity_np
 236:           19   0.000 100.000        3bc4000b00 .text
 237:           19   0.000 100.000      2b11fa487c80 _gfortran_os_error
 238:           18   0.000 100.000        3bc4000b60 rtld_lock_default_lock_recursive
 239:           18   0.000 100.000        3bc4000b70 rtld_lock_default_unlock_recursive
 240:           18   0.000 100.000      2b11fa540e20 _gfortran_compare_string
 241:           18   0.000 100.000            400db0 __do_global_dtors_aux
 242:           17   0.000 100.000        3bc40161c0 __sbrk
 243:           17   0.000 100.000        3bc4c086a0 pthread_attr_init
 244:           16   0.000 100.000            4048a0 main
 245:           16   0.000 100.000            404867 timer_start_
 246:           16   0.000 100.000        3bc6c04800 omp_get_max_threads
 247:           16   0.000 100.000      2b11faab7ee0 realloc_hook_ini
 248:           15   0.000 100.000        3bc4c10e60 __errno_location
 249:           15   0.000 100.000      2b11fa782a40 fedisableexcept
 250:           14   0.000 100.000      2b11faab9910 __default_morecore
 251:           14   0.000 100.000      2b11fab16f10 __xstat64
 252:           14   0.000 100.000      2b11fa7a44f0 __isnan
 253:           14   0.000 100.000        3bc4c0c440 pthread_key_delete
 254:           13   0.000 100.000      2b11faa5aa20 __libc_global_ctors
 255:           13   0.000 100.000        3bc4c0e4c9 __write_nocancel
 256:           12   0.000 100.000        3bc4010e40 _dl_next_tls_modid
 257:           12   0.000 100.000      2b11faa68090 __ctype_tolower_loc
 258:           12   0.000 100.000        3bc4c0ec40 lseek
 259:           12   0.000 100.000            401577 MAIN__.omp_fn.7
 260:           12   0.000 100.000        3bc4c0dfa0 __pthread_disable_asynccancel
 261:           11   0.000 100.000        3bc4016170 brk
 262:           11   0.000 100.000        3bc4016e20 access
 263:           11   0.000 100.000        3bc4c10e80 __do_global_ctors_aux
 264:           11   0.000 100.000        3bc58054c0 __do_global_ctors_aux
 265:           11   0.000 100.000        3bc6412d20 __emutls_get_address
 266:           11   0.000 100.000      2b11fa7bff10 __do_global_ctors_aux
 267:           11   0.000 100.000            400d60 _start
 268:           11   0.000 100.000            404980 __do_global_ctors_aux
 269:           11   0.000 100.000        3bc4c0df40 __pthread_enable_asynccancel
 270:           10   0.000 100.000        3bc40025d0 version_check_doit
 271:           10   0.000 100.000        3bc4008bf0 _dl_unload_cache
 272:           10   0.000 100.000      2b11fab687c0 __strncasecmp_sse42
 273:           10   0.000 100.000            403ac4 print_results_.omp_fn.0
 274:            9   0.000 100.000      2b11fab34190 __linkin_atfork
 275:            9   0.000 100.000        3bc4c0ec49 __lseek_nocancel
 276:            9   0.000 100.000            404800 timer_clear_
 277:            9   0.000 100.000        3bc4c0ed69 __open_nocancel
 278:            8   0.000 100.000      2b11faa730c0 strtoull
 279:            8   0.000 100.000      2b11faab6ab0 malloc_hook_ini
 280:            8   0.000 100.000      2b11faae8ea0 _Exit
 281:            7   0.000 100.000      2b11faabd1b0 strerror_r
 282:            6   0.000 100.000        3bc4c051e0 _init
 283:            6   0.000 100.000        3bc4c056e0 frame_dummy
 284:            6   0.000 100.000        3bc5801d88 _init
 285:            6   0.000 100.000        3bc5802140 call_gmon_start
 286:            6   0.000 100.000        3bc58021e0 frame_dummy
 287:            6   0.000 100.000        3bc6402618 _init
 288:            6   0.000 100.000        3bc6c03380 _init
 289:            6   0.000 100.000        3bc4c088a0 pthread_attr_setstacksize
 290:            6   0.000 100.000      2b11fa77fd90 _init
 291:            6   0.000 100.000      2b11fa77fe70 call_gmon_start
 292:            6   0.000 100.000      2b11fa77ff10 frame_dummy
 293:            6   0.000 100.000      2b11fa484958 _init
 294:            6   0.000 100.000            400b98 _init
 295:            6   0.000 100.000            400d8c call_gmon_start
 296:            6   0.000 100.000            400e20 frame_dummy
 297:            6   0.000 100.000      2b11faac0ed0 __GI___strcasecmp_l
 298:            6   0.000 100.000            404810 timer_read_
 299:            6   0.000 100.000      2b11faa5aa50 __libc_fini
 300:            5   0.000 100.000        3bc4010dd0 _dl_count_modids
 301:            5   0.000 100.000        3bc4016f90 __munmap
 302:            5   0.000 100.000        3bc4010c80 _dl_get_tls_static_info
 303:            5   0.000 100.000      2b11fab1c3e0 getrlimit
 304:            5   0.000 100.000        3bc4c086f0 pthread_attr_setdetachstate
 305:            5   0.000 100.000      2b11fa77fda8 .plt
 306:            5   0.000 100.000        3bc6402630 .plt
 307:            5   0.000 100.000        3bc5801da0 .plt
 308:            4   0.000 100.000        3bc4c0ed60 __open64
 309:            4   0.000 100.000            4049b8 _fini
 310:            4   0.000 100.000      2b11fa546c98 .fini
 311:            4   0.000 100.000      2b11fa7bff48 _fini
 312:            4   0.000 100.000        3bc6c0a5d8 .fini
 313:            4   0.000 100.000        3bc6412f18 .fini
 314:            4   0.000 100.000        3bc5805564 _fini
 315:            4   0.000 100.000        3bc4c10f10 _fini
 316:            3   0.000 100.000      2b11fab62bb0 __libc_dl_error_tsd
 317:            2   0.000 100.000        3bc400edd0 _dl_debug_state
 318:            2   0.000 100.000        3bc4c08320 pthread_self
 319:            2   0.000 100.000        3bc6c0a0a0 omp_get_max_threads_
 320:            2   0.000 100.000        3bc6c0a080 omp_get_num_threads_
 321:            2   0.000 100.000        3bc4c0e4c0 write
 322:            1   0.000 100.000        3bc4014e50 _dl_sysdep_start_cleanup
 323:            1   0.000 100.000        3bc6c0a070 omp_get_thread_num_
         364669239 TOTAL
# END FUNCTION TOTALS
# EMIT_PER_FUNCTION_STATS FOR TID 0 EMIT# 1
#
# $dynamic-counts-for-function: conj_grad_.omp_fn.5 at [0x000403615, 0x000403902)  75.867%
#
# TID 0
# opcode                             count
#
ADD                               26965200
ADDSD                             26961600
CALL_NEAR                             2000
CMOVNLE                               1600
CMP                               27316400
CMPXCHG                                800
DIVSD                                  800
IDIV                                  1600
IMUL                                  3200
JLE                                 350000
JMP                                 350400
JNL                                   1600
JNLE                               1400000
JNZ                               25560800
JZ                                     800
LEA                               25565600
MOV                                5262800
MOVAPD                             1050000
MOVSD_XMM                         28363200
MOVSXD                            52871600
MOVZX                                 1600
MULSD                             27310800
POP                                   2000
PUSH                                  2000
RET_NEAR                               400
SAR                                   1600
SETNZ                                 1600
SUB                               26962800
SUBSD                               350000
XORPD                                  800
*mem-atomic                            800
*stack-read                         354000
*stack-write                        355600
*iprel-read                           3200
*mem-read-4                       26264000
*mem-read-8                       58829600
*mem-write-8                       1756400
*isa-ext-BASE                    139754800
*isa-ext-LONGMODE                 52871600
*isa-ext-SSE2                     84037200
*scalar-simd                      82986400
*total                           276663600
#
# $dynamic-counts-for-function: sparse_.omp_fn.1 at [0x000401067, 0x0004013d2)  19.346%
#
# TID 0
# opcode                             count
#
ADD                                1673881
ADDSD                                72135
CALL_NEAR                                1
CMP                               12744715
CVTSI2SD                                 1
DIVSD                                    1
IMUL                                213429
JLE                                 139734
JMP                                6716491
JNL                                1522208
JNLE                               4045922
JNZ                                 143395
JZ                                 8307915
LEA                                1651334
MOV                               14082143
MOVAPD                               79179
MOVSD_XMM                            71263
MOVSXD                             6944839
MULSD                                86178
POP                                      6
PUSH                                     6
RET_NEAR                                 1
SUB                               10637353
SUBSD                                  875
TEST                               1414459
*stack-read                         523383
*stack-write                         89529
*iprel-read                              2
*mem-read-4                        7320529
*mem-read-8                        8520816
*mem-write-4                       1326496
*mem-write-8                       1415146
*isa-ext-BASE                     63292993
*isa-ext-LONGMODE                  6944839
*isa-ext-SSE2                       309632
*scalar-simd                        230453
*total                            70547464
#
# $dynamic-counts-for-function: conj_grad_.omp_fn.6 at [0x000403476, 0x000403615)   2.912%
#
# TID 0
# opcode                             count
#
ADD                                1050560
ADDSD                              1036448
CALL_NEAR                               64
CMOVNLE                                 32
CMP                                1064544
CMPXCHG                                 16
IDIV                                    32
IMUL                                    64
JLE                                  14000
JMP                                  14016
JNL                                     32
JNLE                                 28000
JNZ                                1022432
JZ                                      16
LEA                                1022496
MOV                                 112288
MOVSD_XMM                          1064464
MOVSXD                             2086864
MOVZX                                   32
MULSD                              1036432
POP                                     80
PUSH                                    80
RET_NEAR                                16
SAR                                     32
SETNZ                                   32
SUB                                1050480
SUBSD                                14000
XORPD                                   16
*mem-atomic                             16
*stack-read                          14128
*stack-write                         14176
*iprel-read                             64
*mem-read-4                        1050496
*mem-read-8                        2157056
*mem-write-8                         28192
*isa-ext-BASE                      5379344
*isa-ext-LONGMODE                  2086864
*isa-ext-SSE2                      3151360
*scalar-simd                       3151344
*total                            10617568
#
# $dynamic-counts-for-function: omp_get_num_procs at [0x3bc6c09760, 0x3bc6c09762)   0.406%
#
# TID 0
# opcode                             count
#
ADD                                 198688
AND                                   2209
CALL_NEAR                                3
CMOVNZ                                1569
CMP                                 395242
JB                                  194480
JMP                                   6109
JNBE                                  1950
JNZ                                 200269
JZ                                    4271
LEA                                   5984
MFENCE                                 261
MOV                                 227497
NOP                                   1948
OR                                    1568
PAUSE                               194480
POP                                   8686
PUSH                                  8686
RET_NEAR                              2210
SETZ                                  2209
SUB                                   1738
SYSCALL                               2200
TEST                                  9506
XADD                                  2209
XOR                                   6098
*mem-atomic                           2209
*stack-read                          10896
*stack-write                          8689
*iprel-read                          10171
*iprel-write                             1
*mem-read-4                         201370
*mem-read-8                          21238
*mem-write-4                          2731
*mem-write-8                          8690
*isa-ext-BASE                      1477609
*isa-ext-LONGMODE                     2200
*isa-ext-SSE2                          261
*total                             1480070
#
# $dynamic-counts-for-function: sparse_.omp_fn.2 at [0x000401a5f, 0x000401bc5)   0.307%
#
# TID 0
# opcode                             count
#
ADD                                 128684
CALL_NEAR                                3
CMOVNLE                                  2
CMP                                  67408
IDIV                                     2
IMUL                                     4
JLE                                   1750
JMP                                   2623
JNL                                      2
JNLE                                  1750
JNZ                                  63902
LEA                                  66530
MOV                                 521725
MOVSXD                              133052
MOVZX                                    2
POP                                      4
PUSH                                     4
RET_NEAR                                 1
SAR                                      2
SETNZ                                    2
SUB                                 132179
*stack-read                              5
*stack-write                             7
*mem-read-4                          70027
*mem-read-8                         324763
*mem-write-4                         64777
*mem-write-8                         63909
*isa-ext-BASE                       986579
*isa-ext-LONGMODE                   133052
*total                             1119631
#
# $dynamic-counts-for-function: sparse_.omp_fn.0 at [0x000400f9c, 0x000401067)   0.245%
#
# TID 0
# opcode                             count
#
ADD                                 149692
CMP                                 196846
IMUL                                  7000
JL                                   62990
JLE                                  62992
JMP                                  70909
JNLE                                  7000
JNZ                                    875
JZ                                   69990
LEA                                   7002
MOV                                 172496
MOVSXD                               78784
POP                                      6
PUSH                                     6
RET_NEAR                                 1
TEST                                  7001
*stack-read                              7
*stack-write                             6
*mem-read-4                          85831
*mem-read-8                          86713
*mem-write-4                          8794
*mem-write-8                             6
*isa-ext-BASE                       814806
*isa-ext-LONGMODE                    78784
*total                              893590
#
# $dynamic-counts-for-function: sprnvc_ at [0x000400ebc, 0x000400f9c)   0.122%
#
# TID 0
# opcode                             count
#
ADD                                  35297
CALL_NEAR                            24501
CMP                                  66222
JLE                                  16045
JMP                                  25380
JNLE                                  8167
JZ                                   49013
LEA                                   9042
MOV                                 123097
MOVSD_XMM                            30334
MOVSXD                               31508
POP                                   5250
PUSH                                  5250
RET_NEAR                               875
SUB                                   7875
TEST                                  7003
*stack-read                          51633
*stack-write                         47835
*mem-read-4                          41717
*mem-read-8                          52508
*mem-write-4                          7000
*mem-write-8                         54835
*isa-ext-BASE                       383017
*isa-ext-LONGMODE                    31508
*isa-ext-SSE2                        30334
*scalar-simd                         30334
*total                              444859
#
# $dynamic-counts-for-function: MAIN__.omp_fn.8 at [0x0004015ce, 0x00040174e)   0.111%
#
# TID 0
# opcode                             count
#
ADD                                 130434
CALL_NEAR                                2
CMOVNLE                                  3
CMP                                  67412
IDIV                                     3
IMUL                                     6
JLE                                    875
JMP                                    876
JNL                                      3
JNLE                                  2626
JNZ                                  63902
LEA                                  63912
MOV                                   6147
MOVSXD                               67403
MOVZX                                    3
POP                                      1
PUSH                                     1
RET_NEAR                                 1
SAR                                      3
SETNZ                                    3
SUB                                    878
*stack-read                              2
*stack-write                             3
*iprel-read                              5
*mem-read-4                          65657
*mem-read-8                              2
*mem-write-4                         63902
*mem-write-8                          4379
*isa-ext-BASE                       337091
*isa-ext-LONGMODE                    67403
*total                              404494
#
# $dynamic-counts-for-function: conj_grad_.omp_fn.4 at [0x000403339, 0x000403476)   0.093%
#
# TID 0
# opcode                             count
#
ADD                                  28128
ADDSD                                14016
CALL_NEAR                               64
CMOVNLE                                 32
CMP                                  28128
CMPXCHG                                 16
IDIV                                    32
IMUL                                    64
JNL                                     32
JNLE                                 28016
JZ                                      16
LEA                                     80
MOV                                 168464
MOVSD_XMM                            14032
MOVSXD                               28016
MOVZX                                   32
MULSD                                14000
POP                                     48
PUSH                                    48
RET_NEAR                                16
SAR                                     32
SETNZ                                   32
SUB                                  14048
XORPD                                   16
*mem-atomic                             16
*stack-read                             96
*stack-write                           144
*iprel-read                             48
*mem-read-4                             48
*mem-read-8                         126272
*mem-write-8                         56224
*isa-ext-BASE                       267328
*isa-ext-LONGMODE                    28016
*isa-ext-SSE2                        42064
*scalar-simd                         42048
*total                              337408
#
# $dynamic-counts-for-function: GOMP_taskwait at [0x3bc6c07da0, 0x3bc6c08009)   0.070%
#
# TID 0
# opcode                             count
#
ADD                                  16052
AND                                      1
CALL_NEAR                             7090
CMOVZ                                  472
CMP                                   8508
JB                                     474
JBE                                   1415
JMP                                    950
JNB                                      1
JNBE                                  3304
JNZ                                   6146
JZ                                    2840
LEA                                  18422
LEAVE                                  472
MOV                                 158145
MOVSXD                                2832
MOVZX                                    7
NOP                                    943
POP                                   4248
PUSH                                  4720
RET_NEAR                              1889
SBB                                      1
SETNZ                                  472
SHL                                   7082
SHR                                      1
SUB                                   4724
TEST                                  2841
XOR                                   1416
*mem-atomic                              1
*stack-read                          49108
*stack-write                         25021
*iprel-read                           1430
*iprel-write                             1
*mem-read-1                              8
*mem-read-4                          16054
*mem-read-8                          61837
*mem-write-1                           479
*mem-write-4                         18415
*mem-write-8                         74114
*isa-ext-BASE                       252636
*isa-ext-LONGMODE                     2832
*total                              255468
#
# $dynamic-counts-for-function: makea_.omp_fn.3 at [0x0004013d2, 0x000401577)   0.045%
